2024-06-24 10:54:01,257 INFO    Thread-16 :18504 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Download\yolov8\wandb\run-20240624_105352-68w5613b\files\output.log
2024-06-24 10:54:02,514 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:03,278 INFO    Thread-16 :18504 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Download\yolov8\wandb\run-20240624_105352-68w5613b\files\output.log
2024-06-24 10:54:07,559 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:08,496 DEBUG   SenderThread:18504 [sender.py:send():379] send: telemetry
2024-06-24 10:54:11,372 INFO    Thread-16 :18504 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Download\yolov8\wandb\run-20240624_105352-68w5613b\files\output.log
2024-06-24 10:54:12,384 INFO    Thread-16 :18504 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Download\yolov8\wandb\run-20240624_105352-68w5613b\files\output.log
2024-06-24 10:54:13,305 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:14,708 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-24 10:54:14,724 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: stop_status
2024-06-24 10:54:14,725 DEBUG   SenderThread:18504 [sender.py:send_request():406] send_request: stop_status
2024-06-24 10:54:19,145 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:24,203 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:24,528 INFO    Thread-16 :18504 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Download\yolov8\wandb\run-20240624_105352-68w5613b\files\config.yaml
2024-06-24 10:54:29,533 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:29,719 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: stop_status
2024-06-24 10:54:29,721 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-24 10:54:29,721 DEBUG   SenderThread:18504 [sender.py:send_request():406] send_request: stop_status
2024-06-24 10:54:35,065 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:36,640 INFO    Thread-16 :18504 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Download\yolov8\wandb\run-20240624_105352-68w5613b\files\output.log
2024-06-24 10:54:40,263 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:44,733 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: stop_status
2024-06-24 10:54:44,734 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-24 10:54:44,734 DEBUG   SenderThread:18504 [sender.py:send_request():406] send_request: stop_status
2024-06-24 10:54:46,012 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:51,055 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:54,487 DEBUG   SystemMonitor:18504 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-24 10:54:54,489 DEBUG   SenderThread:18504 [sender.py:send():379] send: stats
2024-06-24 10:54:56,509 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:54:59,735 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-24 10:54:59,735 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: stop_status
2024-06-24 10:54:59,736 DEBUG   SenderThread:18504 [sender.py:send_request():406] send_request: stop_status
2024-06-24 10:55:02,072 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:07,135 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:12,195 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:14,749 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: stop_status
2024-06-24 10:55:14,750 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-24 10:55:14,750 DEBUG   SenderThread:18504 [sender.py:send_request():406] send_request: stop_status
2024-06-24 10:55:18,099 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:23,149 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:24,499 DEBUG   SenderThread:18504 [sender.py:send():379] send: stats
2024-06-24 10:55:28,552 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:29,737 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-24 10:55:29,752 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: stop_status
2024-06-24 10:55:29,753 DEBUG   SenderThread:18504 [sender.py:send_request():406] send_request: stop_status
2024-06-24 10:55:34,127 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:39,460 INFO    Thread-16 :18504 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Download\yolov8\wandb\run-20240624_105352-68w5613b\files\output.log
2024-06-24 10:55:39,603 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:44,658 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
2024-06-24 10:55:44,754 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-24 10:55:44,769 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: stop_status
2024-06-24 10:55:44,770 DEBUG   SenderThread:18504 [sender.py:send_request():406] send_request: stop_status
2024-06-24 10:55:50,162 DEBUG   HandlerThread:18504 [handler.py:handle_request():146] handle_request: status_report
